index,Source airport,Destination airport
1356,DTM,SAW
1357,DTM,SPU
1358,DUB,CGN
1359,DUB,DUS
1360,DUS,AOI
1361,DUS,ARN
1362,DUS,BCN
1363,DUS,BIA
1364,DUS,BIO
1365,DUS,BRI
1366,DUS,BSL
1367,DUS,CAG
1368,DUS,CTA
1369,DUS,CWL
1370,DUS,DBV
1371,DUS,DRS
1372,DUS,DUB
1373,DUS,GVA
1374,DUS,HDF
1375,DUS,HER
1376,DUS,IBZ
1377,DUS,KTW
1378,DUS,LEJ
1379,DUS,LYS
1380,DUS,MAD
1381,DUS,MPL
1382,DUS,MXP
1383,DUS,NQY
1384,DUS,NUE
1385,DUS,OLB
1386,DUS,PMI
1387,DUS,POZ
1388,DUS,PRG
1389,DUS,PRN
1390,DUS,SKG
1391,DUS,SPU
1392,DUS,SUF
1393,DUS,TRN
1394,DUS,VCE
1395,DUS,WAW
1396,DUS,WRO
1397,DUS,ZAD
1398,EDI,CGN
1399,FAO,CGN
1400,FAO,HAM
1401,FAO,STR
1402,FCO,CGN
1403,FCO,HAJ
1404,FCO,HAM
1405,FCO,STR
1406,FCO,TXL
1407,FDH,CGN
1408,FKB,HAM
1409,FMM,HAM
1410,FMM,TXL
1411,FRA,HDF
1412,GVA,DUS
1413,GVA,HAM
1414,HAJ,BCN
1415,HAJ,CTA
1416,HAJ,DBV
1417,HAJ,FCO
1418,HAJ,HER
1419,HAJ,MXP
1420,HAJ,NAP
1421,HAJ,PMI
1422,HAJ,PRN
1423,HAJ,SAW
1424,HAJ,SKG
1425,HAJ,SPU
1426,HAJ,STN
1427,HAJ,STR
1428,HAJ,SUF
1429,HAJ,VCE
1430,HAJ,VIE
1431,HAM,AMS
1432,HAM,ARN
1433,HAM,BCN
1434,HAM,BGO
1435,HAM,BHX
1436,HAM,BIA
1437,HAM,BUD
1438,HAM,CDG
1439,HAM,CGN
1440,HAM,CTA
1441,HAM,DBV
1442,HAM,FAO
1443,HAM,FCO
1444,HAM,FKB
1445,HAM,FMM
1446,HAM,GVA
1447,HAM,HER
1448,HAM,KLU
1449,HAM,LHR
1450,HAM,MAD
1451,HAM,MAN
1452,HAM,MXP
1453,HAM,NAP
1454,HAM,NCE
1455,HAM,NUE
1456,HAM,OLB
1457,HAM,OSL
1458,HAM,PMI
1459,HAM,PRG
1460,HAM,PRN
1461,HAM,RJK
1462,HAM,SAW
1463,HAM,SKG
1464,HAM,SPU
1465,HAM,STR
1466,HAM,TLS
1467,HAM,VCE
1468,HAM,VIE
1469,HAM,VRN
1470,HAM,ZRH
1471,HDF,CGN
1472,HDF,DTM
1473,HDF,DUS
1474,HDF,FRA
1475,HDF,STR
1476,HEL,TXL
1477,HER,CGN
1478,HER,DUS
1479,HER,HAJ
1480,HER,HAM
1481,HER,STR
1482,HER,TXL
1483,IBZ,CGN
1484,IBZ,DUS
1485,IBZ,STR
1486,IBZ,TXL
1487,JMK,CGN
1488,JTR,CGN
1489,KGS,CGN
1490,KLU,CGN
1491,KLU,HAM
1492,KLU,TXL
1493,KRK,STR
1494,KTW,DUS
1495,KVA,CGN
1496,KVA,STR
1497,LEJ,CGN
1498,LEJ,DUS
1499,LEJ,STR
1500,LHR,CGN
1501,LHR,HAM
1502,LHR,STR
1503,LHR,TXL
1504,LIN,TXL
1505,LIS,CGN
1506,LIS,STR
1507,LPA,CGN
1508,LYS,DUS
1509,MAD,DUS
1510,MAD,HAM
1511,MAN,CGN
1512,MAN,HAM
1513,MPL,DUS
1514,MUC,DTM
1515,MXP,CGN
1516,MXP,DUS
1517,MXP,HAJ
1518,MXP,HAM
1519,MXP,STR
1520,NAP,CGN
1521,NAP,HAJ
1522,NAP,HAM
1523,NAP,STR
1524,NCE,CGN
1525,NCE,HAM
1526,NCE,TXL
1527,NDR,CGN
1528,NQY,DUS
1529,NUE,DUS
1530,NUE,HAM
1531,NUE,TXL
1532,OLB,CGN
1533,OLB,DUS
1534,OLB,HAM
1535,OLB,STR
1536,OSL,HAM
1537,PMI,CGN
1538,PMI,DTM
1539,PMI,DUS
1540,PMI,HAJ
1541,PMI,HAM
1542,PMI,STR
1543,PMI,TXL
1544,PMO,CGN
1545,POZ,DUS
1546,PRG,CGN
1547,PRG,DUS
1548,PRG,HAM
1549,PRN,DUS
1550,PRN,HAJ
1551,PRN,HAM
1552,PRN,STR
1553,PRN,TXL
1554,PSA,CGN
1555,PUY,CGN
1556,RAK,CGN
1557,RHO,CGN
1558,RJK,CGN
1559,RJK,HAM
1560,RJK,STR
1561,RLG,CGN
1562,RLG,STR
1563,SAW,CGN
1564,SAW,DTM
1565,SAW,HAJ
1566,SAW,HAM
1567,SAW,STR
1568,SAW,TXL
1569,SJJ,CGN
1570,SJJ,STR
1571,SJJ,TXL
1572,SKG,CGN
1573,SKG,DUS
1574,SKG,HAJ
1575,SKG,HAM
1576,SKG,STR
1577,SPU,CGN
1578,SPU,DTM
1579,SPU,DUS
1580,SPU,HAJ
1581,SPU,HAM
1582,SPU,STR
1583,SPU,TXL
1584,STN,CGN
1585,STN,HAJ
1586,STN,STR
1587,STR,AGP
1588,STR,ATH
1589,STR,BCN
1590,STR,BDS
1591,STR,BEG
1592,STR,BIA
1593,STR,BIO
1594,STR,BRE
1595,STR,BRI
1596,STR,BRU
1597,STR,BUD
1598,STR,CAG
1599,STR,CFU
1600,STR,CTA
1601,STR,DBV
1602,STR,DRS
1603,STR,FAO
1604,STR,FCO
1605,STR,HAJ
1606,STR,HAM
1607,STR,HDF
1608,STR,HER
1609,STR,IBZ
1610,STR,KRK
1611,STR,KVA
1612,STR,LEJ
1613,STR,LHR
1614,STR,LIS
1615,STR,MXP
1616,STR,NAP
1617,STR,OLB
1618,STR,PMI
1619,STR,PRN
1620,STR,RJK
1621,STR,RLG
1622,STR,SAW
1623,STR,SJJ
1624,STR,SKG
1625,STR,SPU
1626,STR,STN
1627,STR,SUF
1628,STR,TXL
1629,STR,VIE
1630,STR,ZAD
1631,STR,ZAG
1632,SUF,CGN
1633,SUF,DUS
1634,SUF,HAJ
1635,SUF,STR
1636,SZG,CGN
1637,TLS,HAM
1638,TLV,CGN
1639,TRN,DUS
1640,TUN,CGN
1641,TXL,AGP
1642,TXL,AOI
1643,TXL,BHX
1644,TXL,BIA
1645,TXL,BLQ
1646,TXL,CGN
1647,TXL,CTA
1648,TXL,DBV
1649,TXL,FCO
1650,TXL,FMM
1651,TXL,HEL
1652,TXL,HER
1653,TXL,IBZ
1654,TXL,KLU
1655,TXL,LHR
1656,TXL,LIN
1657,TXL,NCE
1658,TXL,NUE
1659,TXL,PMI
1660,TXL,PRN
1661,TXL,SAW
1662,TXL,SJJ
1663,TXL,SPU
1664,TXL,STR
1665,TXL,VIE
1666,TXL,VRN
1667,TXL,ZAD
1668,VCE,CGN
1669,VCE,DUS
1670,VCE,HAJ
1671,VCE,HAM
1672,VIE,CGN
1673,VIE,HAJ
1674,VIE,HAM
1675,VIE,STR
1676,VIE,TXL
1677,VRN,CGN
1678,VRN,HAM
1679,VRN,TXL
1680,WAW,CGN
1681,WAW,DUS
1682,WRO,DUS
1683,XRY,CGN
1684,ZAD,CGN
1685,ZAD,DUS
1686,ZAD,STR
1687,ZAD,TXL
1688,ZAG,CGN
1689,ZAG,STR
1690,ZRH,CGN
1691,ZRH,HAM
1692,AKP,FAI
1693,BTT,AKP
1694,BTT,CXF
1695,CEM,IRC
1696,CIK,FAI
1697,CIK,FYU
1698,CXF,AKP
1699,FAI,BTT
1700,FAI,CEM
1701,FAI,CIK
1702,FAI,FYU
1703,FAI,MLY
1704,FAI,RMP
1705,FAI,SVS
1706,FAI,TAL
1707,FAI,WBQ
1708,FYU,CIK
1709,FYU,FAI
1710,IRC,FAI
1711,MLY,MNT
1712,MNT,FAI
1713,RMP,FAI
1714,SVS,FAI
1715,SVS,WBQ
1716,TAL,FAI
1717,WBQ,FAI
1718,WBQ,SVS
1719,AKI,TLT
1720,ATT,KUK
1721,BET,ATT
1722,BET,EEK
1723,BET,GNU
1724,BET,KPN
1725,BET,KWN
1726,BET,KWT
1727,BET,MLL
1728,BET,NME
1729,BET,WNA
1730,BET,WTL
1731,CYF,BET
1732,EEK,BET
1733,EEK,KWN
1734,GNU,PTU
1735,KKH,KWK
1736,KKI,AKI
1737,KPN,CYF
1738,KUK,NUP
1739,KWK,BET
1740,KWN,BET
1741,KWN,EEK
1742,KWT,KKI
1743,MLL,PQS
1744,NME,OOK
1745,NUP,BET
1746,OOK,TNK
1747,PKA,BET
1748,PQS,BET
1749,PTU,BET
1750,TLT,BET
1751,TNK,WWT
1752,WNA,PKA
1753,WTL,KKH
1754,WWT,BET
1755,BOC,SJO
1756,DRK,SJO
1757,FON,XQP
1758,GLF,PJM
1759,LIR,SJO
1760,LIR,SYQ
1761,LIR,TNO
1762,MGA,SJO
1763,NOB,TMU
1764,PJM,SJO
1765,PMZ,SJO
1766,SJO,BOC
1767,SJO,DRK
1768,SJO,FON
1769,SJO,GLF
1770,SJO,MGA
1771,SJO,NOB
1772,SJO,PJM
1773,SJO,TMU
1774,SJO,TNO
1775,SJO,TTQ
1776,SJO,XQP
1777,SYQ,LIR
1778,TMU,SJO
1779,TNO,LIR
1780,TNO,SJO
1781,TTQ,SJO
1782,XQP,PMZ
1783,XQP,SJO
1784,ACC,KMS
1785,KMS,ACC
1786,EDL,LOK
1787,EDL,NBO
1788,JUB,NBO
1789,KIS,EDL
1790,KIS,NBO
1791,LAU,MYD
1792,LOK,EDL
1793,MBA,NBO
1794,MBA,ZNZ
1795,MYD,LAU
1796,MYD,NBO
1797,NBO,EDL
1798,NBO,JUB
1799,NBO,KIS
1800,NBO,LOK
1801,NBO,MBA
1802,NBO,MYD
1803,ZNZ,MBA
1804,BCD,CEB
1805,BCD,CGY
1806,BCD,DVO
1807,BCD,MNL
1808,BKI,MNL
1809,BKK,MNL
1810,BWN,MNL
1811,BXU,CEB
1812,BXU,MNL
1813,CAN,MNL
1814,CBO,MNL
1815,CEB,BCD
1816,CEB,BXU
1817,CEB,CGM
1818,CEB,CGY
1819,CEB,CRK
1820,CEB,DGT
1821,CEB,DPL
1822,CEB,DVO
1823,CEB,GES
1824,CEB,HKG
1825,CEB,IAO
1826,CEB,ICN
1827,CEB,ILO
1828,CEB,KLO
1829,CEB,LGP
1830,CEB,MNL
1831,CEB,MPH
1832,CEB,OZC
1833,CEB,PAG
1834,CEB,PPS
1835,CEB,PUS
1836,CEB,SIN
1837,CEB,SUG
1838,CEB,TAC
1839,CEB,USU
1840,CEB,ZAM
1841,CGK,MNL
1842,CGM,CEB
1843,CGY,BCD
1844,CGY,CEB
1845,CGY,DVO
1846,CGY,ILO
1847,CGY,MNL
1848,CRK,CEB
1849,CRK,HKG
1850,CRK,MFM
1851,CRK,SIN
1852,CYZ,MNL
1853,DGT,CEB
1854,DGT,MNL
1855,DPL,CEB
1856,DPL,DVO
1857,DPL,MNL
1858,DPS,MNL
1859,DVO,BCD
1860,DVO,CEB
1861,DVO,CGY
1862,DVO,DPL
1863,DVO,ILO
1864,DVO,MNL
1865,DVO,PPS
1866,DVO,ZAM
1867,DXB,MNL
1868,GES,CEB
1869,GES,ILO
1870,GES,MNL
1871,HAN,MNL
1872,HKG,CEB
1873,HKG,CRK
1874,HKG,ILO
1875,HKG,MNL
1876,HKT,MNL
1877,IAO,CEB
1878,ICN,CEB
1879,ICN,KLO
1880,ICN,MNL
1881,ILO,CEB
1882,ILO,CGY
1883,ILO,DVO
1884,ILO,GES
1885,ILO,HKG
1886,ILO,MNL
1887,ILO,PPS
1888,ILO,SIN
1889,KIX,MNL
1890,KLO,CEB
1891,KLO,ICN
1892,KLO,MNL
1893,KUL,MNL
1894,LAO,MNL
1895,LGP,CEB
1896,LGP,MNL
1897,MFM,CRK
1898,MFM,MNL
1899,MNL,BCD
1900,MNL,BKI
1901,MNL,BKK
1902,MNL,BWN
1903,MNL,BXU
1904,MNL,CAN
1905,MNL,CBO
1906,MNL,CEB
1907,MNL,CGK
1908,MNL,CGY
1909,MNL,CYZ
1910,MNL,DGT
1911,MNL,DPL
1912,MNL,DPS
1913,MNL,DVO
1914,MNL,DXB
1915,MNL,GES
1916,MNL,HAN
1917,MNL,HKG
1918,MNL,HKT
1919,MNL,ICN
1920,MNL,ILO
1921,MNL,KIX
1922,MNL,KLO
1923,MNL,KUL
1924,MNL,LAO
1925,MNL,LGP
1926,MNL,MFM
1927,MNL,MPH
1928,MNL,NGO
1929,MNL,NRT
1930,MNL,OZC
1931,MNL,PAG
1932,MNL,PEK
1933,MNL,PPS
1934,MNL,PUS
1935,MNL,PVG
1936,MNL,REP
1937,MNL,RXS
1938,MNL,SGN
1939,MNL,SIN
1940,MNL,SJI
1941,MNL,TAC
1942,MNL,TAG
1943,MNL,TPE
1944,MNL,TUG
1945,MNL,USU
1946,MNL,VRC
1947,MNL,WNP
1948,MNL,XMN
1949,MNL,ZAM
1950,MPH,CEB
1951,MPH,MNL
1952,NGO,MNL
1953,NRT,MNL
1954,OZC,CEB
1955,OZC,MNL
1956,PAG,CEB
1957,PAG,MNL
1958,PEK,MNL
1959,PPS,CEB
1960,PPS,DVO
1961,PPS,ILO
1962,PPS,MNL
1963,PUS,CEB
1964,PUS,MNL
1965,PVG,MNL
1966,REP,MNL
1967,RXS,MNL
1968,SGN,MNL
1969,SIN,CEB
1970,SIN,CRK
1971,SIN,ILO
1972,SIN,MNL
1973,SJI,MNL
1974,SUG,CEB
1975,TAC,CEB
1976,TAC,MNL
1977,TAG,MNL
1978,TPE,MNL
1979,TUG,MNL
1980,USU,CEB
1981,USU,MNL
1982,VRC,MNL
1983,WNP,MNL
1984,XMN,MNL
1985,ZAM,CEB
1986,ZAM,DVO
1987,ZAM,MNL
1988,ANU,NEV
1989,NEV,ANU
1990,ARH,CSH
1991,ARH,LED
1992,ARH,MMK
1993,ARH,NNM
1994,ARH,SVO
1995,ARH,USK
1996,CSH,ARH
1997,LED,ARH
1998,LED,MMK
1999,LED,SCW
2000,MMK,ARH
2001,MMK,LED
2002,MMK,SVO
2003,MMK,TOS
2004,NNM,ARH
2005,SCW,LED
2006,SCW,SVO
2007,SVO,ARH
2008,SVO,MMK
2009,SVO,SCW
2010,TOS,MMK
2011,USK,ARH
2012,ANF,IQQ
2013,CCP,SCL
2014,IQQ,SCL
2015,SCL,ANF
2016,AEP,MVD
2017,AEP,PDP
2018,ASU,MVD
2019,CWB,MVD
2020,EZE,MVD
2021,GIG,MVD
2022,GRU,MVD
2023,MVD,AEP
2024,MVD,ASU
2025,MVD,CWB
2026,MVD,EZE
2027,MVD,GIG
2028,MVD,GRU
2029,MVD,POA
2030,MVD,SCL
2031,PDP,AEP
2032,POA,MVD
2033,SCL,MVD
2034,YBK,YCS
2035,YBK,YXN
2036,YCB,YCO
2037,YCB,YYH
2038,YCB,YZF
2039,YCO,YCB
2040,YCO,YZF
2041,YCS,YBK
2042,YCS,YRT
2043,YCY,YFB
2044,YCY,YIO
2045,YEG,YZF
2046,YEK,YXN
2047,YEK,YYQ
2048,YEV,YVQ
2049,YFB,YCY
2050,YFB,YGT
2051,YFB,YOW
2052,YFB,YRT
2053,YFB,YTE
2054,YFB,YUX
2055,YFB,YXP
2056,YGT,YFB
2057,YGT,YIO
2058,YGT,YUX
2059,YHK,YYH
2060,YHK,YZF
2061,YIO,YCY
2062,YIO,YGT
2063,YOW,YFB
2064,YRT,YBK
2065,YRT,YCS
2066,YRT,YEK
2067,YRT,YFB
2068,YRT,YUT
2069,YRT,YYQ
2070,YRT,YZF
2071,YRT,YZS
2072,YTE,YFB
2073,YTH,YYQ
2074,YUX,YFB
2075,YUX,YGT
2076,YVM,YXP
2077,YVQ,YEV
2078,YVQ,YZF
2079,YWG,YRT
2080,YWG,YYQ
2081,YXN,YRT
2082,YXP,YFB
2083,YXP,YVM
2084,YYH,YCB
2085,YYH,YHK
2086,YYQ,YEK
2087,YYQ,YRT
2088,YYQ,YTH
2089,YYQ,YWG
2090,YZF,YCB
2091,YZF,YCO
2092,YZF,YEG
2093,YZF,YHK
2094,YZF,YRT
2095,YZF,YVQ
2096,YZF,YYH
2097,YZS,YRT
2098,YZS,YUT
2099,BZE,FRS
2100,FRS,BZE
2101,FRS,GUA
2102,GUA,FRS
2103,GUA,SAP
2104,GUA,TGU
2105,RTB,GUA
2106,SAP,GUA
2107,TGU,GUA
2108,CPT,PBZ
2109,ELL,JNB
2110,JNB,ELL
2111,JNB,MGH
2112,MGH,JNB
2113,PBZ,CPT
2114,PBZ,JNB
2115,AMD,BLR
2116,AMD,BOM
2117,AMD,CCU
2118,AMD,DEL
2119,AMD,GOI
2120,AMD,HYD
2121,AMD,JAI
2122,AMD,MAA
2123,AMD,PNQ
2124,BBI,BLR
2125,BBI,BOM
2126,BBI,CCU
2127,BBI,DEL
2128,BBI,HYD
2129,BBI,VTZ
2130,BDQ,BOM
2131,BDQ,DEL
2132,BKK,CCU
2133,BKK,DEL
2134,BLR,AMD
2135,BLR,BBI
2136,BLR,BOM
2137,BLR,CCU
2138,BLR,COK
2139,BLR,DEL
2140,BLR,GAU
2141,BLR,GOI
2142,BLR,HYD
2143,BLR,JAI
2144,BLR,LKO
2145,BLR,MAA
2146,BLR,NAG
2147,BLR,PNQ
2148,BLR,TRV
2149,BLR,VTZ
2150,BOM,AMD
2151,BOM,BBI
2152,BOM,BDQ
2153,BOM,BLR
2154,BOM,CCU
2155,BOM,CJB
2156,BOM,COK
2157,BOM,DEL
2158,BOM,DXB
2159,BOM,GAU
2160,BOM,GOI
2161,BOM,HYD
2162,BOM,IDR
2163,BOM,IXC
2164,BOM,IXJ
2165,BOM,JAI
2166,BOM,LKO
2167,BOM,MAA
2168,BOM,MCT
2169,BOM,NAG
2170,BOM,PAT
2171,BOM,SXR
2172,BOM,TRV
2173,CCU,AMD
2174,CCU,BBI
2175,CCU,BKK
2176,CCU,BLR
2177,CCU,BOM
2178,CCU,DEL
2179,CCU,DIB
2180,CCU,GAU
2181,CCU,HYD
2182,CCU,IMF
2183,CCU,IXA
2184,CCU,IXB
2185,CCU,IXR
2186,CCU,JAI
2187,CCU,MAA
2188,CCU,NAG
2189,CCU,PAT
2190,CCU,PNQ
2191,CCU,RPR
2192,CJB,BOM
2193,CJB,DEL
2194,CJB,MAA
2195,COK,BLR
2196,COK,BOM
2197,COK,DEL
2198,COK,DXB
2199,COK,HYD
2200,COK,MAA
2201,COK,TRV
2202,DEL,AMD
2203,DEL,BBI
2204,DEL,BDQ
2205,DEL,BKK
2206,DEL,BLR
2207,DEL,BOM
2208,DEL,CCU
2209,DEL,CJB
2210,DEL,COK
2211,DEL,DIB
2212,DEL,DXB
2213,DEL,GAU
2214,DEL,GOI
2215,DEL,HYD
2216,DEL,IDR
2217,DEL,IXB
2218,DEL,IXJ
2219,DEL,IXR
2220,DEL,KTM
2221,DEL,LKO
2222,DEL,MAA
2223,DEL,NAG
2224,DEL,PAT
2225,DEL,PNQ
2226,DEL,RPR
2227,DEL,SXR
2228,DEL,VNS
2229,DIB,CCU
2230,DIB,GAU
2231,DXB,BOM
2232,DXB,COK
2233,DXB,DEL
2234,DXB,HYD
2235,DXB,MAA
2236,DXB,TRV
2237,GAU,BLR
2238,GAU,BOM
2239,GAU,CCU
2240,GAU,DEL
2241,GAU,IMF
2242,GAU,IXA
2243,GAU,IXB
2244,GOI,AMD
2245,GOI,BLR
2246,GOI,BOM
2247,GOI,DEL
2248,GOI,HYD
2249,HYD,AMD
2250,HYD,BBI
2251,HYD,BLR
2252,HYD,BOM
2253,HYD,CCU
2254,HYD,COK
2255,HYD,DEL
2256,HYD,DXB
2257,HYD,GOI
2258,HYD,JAI
2259,HYD,MAA
2260,HYD,PNQ
2261,HYD,RPR
2262,HYD,VTZ
2263,IDR,BOM
2264,IDR,DEL
2265,IDR,NAG
2266,IDR,RPR
2267,IMF,CCU
2268,IMF,GAU
2269,IMF,IXA
2270,IXA,CCU
2271,IXA,GAU
2272,IXA,IMF
2273,IXB,CCU
2274,IXB,DEL
2275,IXB,GAU
2276,IXC,BOM
2277,IXJ,DEL
2278,IXJ,SXR
2279,IXR,BOM
2280,IXR,CCU
2281,IXR,DEL
2282,IXR,PAT
2283,JAI,AMD
2284,JAI,BLR
2285,JAI,BOM
2286,JAI,CCU
2287,JAI,HYD
2288,KTM,DEL
2289,LKO,BLR
2290,LKO,BOM
2291,LKO,DEL
2292,LKO,PAT
2293,MAA,AMD
2294,MAA,BLR
2295,MAA,BOM
2296,MAA,CCU
2297,MAA,CJB
2298,MAA,COK
2299,MAA,DEL
2300,MAA,DXB
2301,MAA,HYD
2302,MAA,PNQ
2303,MAA,SIN
2304,MAA,TRV
2305,MAA,VTZ
2306,MCT,BOM
2307,NAG,BLR
2308,NAG,BOM
2309,NAG,CCU
2310,NAG,DEL
2311,NAG,IDR
2312,NAG,PNQ
2313,PAT,CCU
2314,PAT,DEL
2315,PAT,IXR
2316,PAT,LKO
2317,PNQ,AMD
2318,PNQ,BLR
2319,PNQ,CCU
2320,PNQ,DEL
2321,PNQ,HYD
2322,PNQ,MAA
2323,PNQ,NAG
2324,RPR,CCU
2325,RPR,DEL
2326,RPR,HYD
2327,RPR,IDR
2328,SIN,MAA
2329,SXR,BOM
2330,SXR,DEL
2331,SXR,IXJ
2332,TRV,BLR
2333,TRV,BOM
2334,TRV,COK
2335,TRV,DXB
2336,TRV,MAA
2337,VNS,DEL
2338,VTZ,BBI
2339,VTZ,BLR
2340,VTZ,HYD
2341,VTZ,MAA
2342,ETH,SDV
2343,ETH,TLV
2344,FCO,TLV
2345,NCE,TLV
2346,SDV,ETH
2347,SXF,TLV
2348,TBS,TLV
2349,TLV,ETH
2350,TLV,FCO
2351,TLV,NCE
2352,TLV,SXF
2353,TLV,TBS
2354,CPH,SGD
2355,SGD,CPH
2356,YEV,YHI
2357,YEV,YPC
2358,YEV,YSY
2359,YEV,YUB
2360,YEV,ZFM
2361,YHI,YEV
2362,YHI,YSY
2363,YPC,YEV
2364,YSY,YEV
2365,YSY,YHI
2366,YUB,YEV
2367,ZFM,YEV
2368,DME,KRR
2369,DME,LED
2370,DME,MJZ
2371,DME,PYJ
2372,IKT,MJZ
2373,IKT,ULK
2374,KJA,MJZ
2375,KRR,DME
2376,KRR,OVB
2377,LED,DME
2378,LED,OVB
2379,MJZ,DME
2380,MJZ,IKT
2381,MJZ,KJA
2382,MJZ,OVB
2383,MJZ,PYJ
2384,MJZ,YKS
2385,OVB,KRR
2386,OVB,LED
2387,OVB,MJZ
2388,OVB,PYJ
2389,PYJ,DME
2390,PYJ,MJZ
2391,PYJ,OVB
2392,PYJ,YKS
2393,ULK,IKT
2394,ULK,YKS
2395,YKS,MJZ
2396,YKS,PYJ
2397,YKS,ULK
2398,AKY,RGN
2399,AKY,SNW
2400,HEH,MDL
2401,HEH,RGN
2402,KAW,MGZ
2403,MDL,HEH
2404,MDL,NYU
2405,MDL,THL
2406,MGZ,KAW
2407,MGZ,TVY
2408,NYU,MDL
2409,NYU,RGN
2410,RGN,AKY
2411,RGN,HEH
2412,RGN,NYU
2413,RGN,SNW
2414,RGN,TVY
2415,SNW,AKY
2416,SNW,RGN
2417,THL,MDL
2418,TVY,MGZ
2419,TVY,RGN
2420,DME,RTW
2421,EVN,RTW
2422,MRV,RTW
2423,PRG,RTW
2424,RTW,DME
2425,RTW,EVN
2426,RTW,MRV
2427,RTW,PRG
2428,RTW,SVX
2429,SVX,RTW
2430,RIX,TFS
2431,TFS,RIX
2432,BKK,ICN
2433,BKK,PUS
2434,CEB,ICN
2435,CEB,PUS
2436,CJJ,CJU
2437,CJU,CJJ
2438,CJU,GMP
2439,CJU,PUS
2440,FUK,ICN
2441,GMP,CJU
2442,GMP,KIX
2443,GMP,NGO
2444,GUM,ICN
2445,HKG,ICN
2446,ICN,BKK
2447,ICN,CEB
2448,ICN,FUK
2449,ICN,GUM
2450,ICN,HKG
2451,ICN,KIX
2452,ICN,MNL
2453,ICN,NGO
2454,ICN,NRT
2455,ICN,TAO
2456,KIX,GMP
2457,KIX,ICN
2458,MNL,ICN
2459,NGO,GMP
2460,NGO,ICN
2461,NRT,ICN
2462,PUS,BKK
2463,PUS,CJU
2464,TAO,ICN
2465,GWT,HAM
2466,HAM,GWT
2467,YAB,YFB
2468,YAB,YRB
2469,YBK,YRT
2470,YBK,YUT
2471,YCB,YCO
2472,YCB,YHK
2473,YCB,YZF
2474,YCO,YCB
2475,YCO,YHI
2476,YCO,YZF
2477,YCS,YRT
2478,YCS,YZS
2479,YCY,YFB
2480,YCY,YIO
2481,YEG,YZF
2482,YEK,YRT
2483,YEK,YXN
2484,YEV,YVQ
2485,YFB,YAB
2486,YFB,YCY
2487,YFB,YGT
2488,YFB,YLC
2489,YFB,YOW
2490,YFB,YRT
2491,YFB,YTE
2492,YFB,YUX
2493,YFB,YVP
2494,YFB,YXP
2495,YFS,YZF
2496,YGT,YFB
2497,YGT,YUX
2498,YHI,YCO
2499,YHK,YCB
2500,YHK,YYH
2501,YHY,YZF
2502,YIO,YCY
2503,YLC,YFB
2504,YOW,YFB
2505,YRB,YAB
2506,YRT,YBK
2507,YRT,YCS
2508,YRT,YEK
2509,YRT,YFB
2510,YRT,YWG
2511,YRT,YXN
2512,YRT,YZF
2513,YTE,YFB
2514,YTE,YZS
2515,YUL,YVP
2516,YUT,YBK
2517,YUX,YFB
2518,YUX,YGT
2519,YVM,YXP
2520,YVP,YFB
2521,YVP,YUL
2522,YVQ,YEV
2523,YVQ,YZF
2524,YWG,YRT
2525,YXN,YEK
2526,YXN,YRT
2527,YXP,YFB
2528,YXP,YVM
2529,YYH,YHK
2530,YYH,YZF
2531,YZF,YCB
2532,YZF,YCO
2533,YZF,YEG
2534,YZF,YFS
2535,YZF,YHK
2536,YZF,YHY
2537,YZF,YRT
2538,YZF,YVQ
2539,YZS,YCS
2540,YZS,YTE
2541,FUK,HND
2542,HND,FUK
2543,HND,KIX
2544,HND,KKJ
2545,KIX,HND
2546,KKJ,HND
2547,ABL,OTZ
2548,ABL,SHG
2549,ADQ,ANC
2550,AIN,ATK
2551,AIN,BRW
2552,AKI,KKI
2553,AKI,TLT
2554,ANC,ADQ
2555,ANC,ANI
2556,ANC,BET
2557,ANC,CDV
2558,ANC,ENA
2559,ANC,FAI
2560,ANC,HOM
2561,ANC,KSM
2562,ANC,UNK
2563,ANC,VDZ
2564,ANI,ANC
2565,ANI,CHU
2566,ANI,HCR
2567,ANI,KLG
2568,ANI,RSH
2569,ANI,SHX
2570,ANV,HCR
2571,ANV,KGX
2572,ATK,AIN
2573,ATK,BRW
2574,ATT,BET
2575,AUK,EMK
2576,AUK,SXP
2577,BET,ANC
2578,BET,CYF
2579,BET,EEK
2580,BET,HPB
2581,BET,KKH
2582,BET,KLG
2583,BET,KUK
2584,BET,KWK
2585,BET,KWN
2586,BET,KWT
2587,BET,MLL
2588,BET,NME
2589,BET,OOK
2590,BET,PQS
2591,BET,TLT
2592,BET,VAK
2593,BET,WTL
2594,BKC,DRG
2595,BKC,OTZ
2596,BRW,AIN
2597,BRW,ATK
2598,BRW,NUI
2599,BRW,PIZ
2600,BTI,FYU
2601,BTI,SCC
2602,CDV,ANC
2603,CHU,CKD
2604,CKD,RDV
2605,CKD,SLQ
2606,CYF,BET
2607,CYF,KPN
2608,DRG,BKC
2609,DRG,OTZ
2610,EEK,KWN
2611,ELI,KKA
2612,ELI,OME
2613,EMK,AUK
2614,EMK,KOT
2615,ENA,ANC
2616,FAI,ANC
2617,FAI,FYU
2618,FAI,GAL
2619,FAI,RBY
2620,FAI,SCC
2621,FYU,BTI
2622,FYU,FAI
2623,GAL,FAI
2624,GAL,HSL
2625,GAL,KAL
2626,GAL,NUL
2627,GAL,RBY
2628,GAM,OME
